device id,gender,age,latitude,longitude
-20063513396092089,F,F33-42,23.03,113.83
-19399803693356219,M,M32-38,24.91,118.58
-18969145338053044,M,M32-38,39.81,98.27
-18458834542633514,M,M29-31,29.83,113.62
-18294146237227989,M,M23-26,22.57,113.86
-17033657844308285,M,M32-38,30.24,115.05
-15757824106214834,M,M32-38,25.12,117.0
-13713695764966852,M,M23-26,31.58,105.97
-13691313121870226,F,F24-26,31.16,121.65
-13176613022161539,F,F29-32,37.37,117.94
-13061170827062790,M,M32-38,38.1,115.03
-6857195135381246,M,M23-26,23.02,113.88
-6254526605737531,M,M32-38,41.79,123.38
-5572257337051243,F,F24-26,37.04,114.4
-4598492899548979,M,M32-38,36.08,114.35
-4496984528158017,M,M32-38,31.15,121.34
-3264766861537503,M,M32-38,28.55,121.33
-2990948223816274,M,M32-38,21.48,109.11
-2876036734607908,F,F33-42,34.72,113.62
-2568866871668295,M,M32-38,35.42,119.46
-2385668677718319,F,F24-26,29.93,114.48
4407746654267729,M,M23-26,28.62,115.84
5021105036186737,M,M32-38,32.34,118.81
5038733072524900,M,M39+,30.07,105.56
5212312893329729,M,M32-38,28.64,115.91
5465741433116314,M,M32-38,25.94,111.06
5811642035826809,M,M39+,38.44,115.59
7409327892797432,M,M32-38,31.39,121.43
7767456588557579,M,M22-,36.82,118.88
8397324967438210,M,M29-31,31.82,117.25
10068398714301654,M,M29-31,30.68,114.2
11127695373721535,M,M32-38,30.71,104.03
11932936323971932,M,M32-38,37.67,120.52
13976334765768721,F,F23-,30.06,103.9
20642637715821145,M,M39+,31.75,119.61
20974438945734257,M,M32-38,41.31,123.56
24691631289827220,F,F23-,35.07,109.07
26488098206550164,M,M23-26,31.14,121.3
29182687948017175,M,M39+,31.24,121.38
31208013033799294,M,M32-38,23.02,113.78
32099391315125611,F,F29-32,36.91,121.51
32173102666086778,F,F24-26,35.73,107.63
32821668171109101,M,M39+,31.12,121.43
32915763090299854,M,M27-28,26.87,100.24
34527362328753209,M,M32-38,34.21,117.13
35172350775627890,M,M32-38,30.48,114.28
35661017933917548,F,F29-32,35.56,116.15
37433070376119923,F,F33-42,43.88,125.37
38630124769588888,M,M39+,39.16,117.19
40481506840502385,M,M32-38,33.76,119.73
41160829119269784,M,M32-38,26.91,102.12
42423059798900276,M,M29-31,26.05,119.24
42906251717170705,M,M32-38,22.8,114.14
45333577604036135,M,M32-38,30.52,114.33
45654475039856919,M,M32-38,34.28,108.94
46281347775686794,M,M32-38,22.75,114.47
46304971075542066,F,F33-42,29.34,113.15
46544579337530584,M,M29-31,23.08,114.02
47747736297028745,M,M32-38,43.29,126.02
48292678481776482,M,M32-38,32.28,119.87
49246416574633741,F,F33-42,22.84,113.82
49925177058329966,M,M39+,32.51,120.07
51094347693182776,M,M39+,39.97,116.42
57777958919534348,M,M23-26,28.32,109.75
59382117780862642,M,M39+,31.68,118.52
59436447634848437,M,M32-38,31.25,121.36
64039616319752963,F,F43+,41.13,122.07
64306954341504635,M,M23-26,31.24,120.51
64568021840865383,M,M32-38,23.11,113.96
64963982496912679,F,F43+,30.0,104.0
65024724844628601,F,F33-42,30.21,113.92
65295117994371084,F,F29-32,32.94,117.35
66753855485282511,M,M39+,29.3,120.16
67262388899965248,M,M23-26,29.93,120.34
71783512615695604,M,M27-28,18.71,110.25
73934199191797822,M,M32-38,37.75,115.66
74216409280162556,M,M32-38,35.93,116.46
76660669645375028,M,M23-26,22.83,113.66
76690924961358052,M,M23-26,35.72,118.39
76841522500854271,M,M23-26,36.1,120.47
81678321839460622,M,M32-38,30.32,120.09
82747801649063477,M,M23-26,25.7,119.52
82809346255846172,F,F24-26,26.47,111.6
84531262382922370,M,M27-28,26.64,106.65
84730798501475986,F,F23-,34.14,108.87
85127171685817401,F,F29-32,25.97,117.36
86198637437803426,M,M39+,32.07,108.04
86238091483178979,M,M32-38,30.37,120.42
86387785045074077,M,M32-38,34.76,113.57
88105553205381765,M,M29-31,23.13,113.38
89181010588227347,M,M23-26,26.05,119.26
92253795511102805,M,M29-31,41.64,123.32
93538170808727390,M,M32-38,30.65,104.02
94300165351142001,M,M29-31,43.84,125.33
94467988558945991,M,M32-38,31.72,119.95
96887508102804883,M,M23-26,32.91,115.82
97661914711789603,M,M32-38,25.62,110.67
100747204611271044,M,M32-38,28.22,121.28
103774611331585481,M,M29-31,27.04,110.6
104923517675810291,F,F24-26,22.31,108.6
105681396335277396,M,M23-26,30.5,105.58
106256779204337284,M,M32-38,35.14,110.79
111426085157006697,F,F29-32,27.22,106.41
116098921041865906,M,M32-38,29.54,106.5
117156083372653659,M,M23-26,32.0,117.24
118276158630381246,M,M22-,23.07,114.11
119223259910463228,M,M39+,30.25,119.94
119818112149130141,M,M29-31,25.36,118.64
120089051641959503,M,M32-38,37.37,117.99
121737949455485607,F,F33-42,31.41,121.34
122161067698560836,M,M27-28,24.53,118.13
125358794197377254,M,M32-38,36.82,118.03
127399465476296648,F,F29-32,28.11,107.27
128113489106221835,M,M32-38,23.07,113.24
128817266370999808,M,M23-26,39.97,116.3
129665676540558301,M,M32-38,22.7,113.81
130830949846621995,M,M32-38,30.72,104.25
133672465546394821,M,M23-26,38.22,115.5
136184312534080323,M,M32-38,31.35,120.64
136682336849646632,M,M32-38,35.55,114.53
136964798328291714,F,F33-42,23.15,113.29
138744421669788061,M,M39+,30.11,122.2
140805241385352492,F,F33-42,38.89,115.47
142608208607652110,F,F43+,39.17,116.33
143395565203270570,M,M32-38,31.59,109.2
144398046103110774,M,M32-38,31.47,104.67
151945206530721538,M,M32-38,33.05,106.99
153355648584936208,M,M32-38,22.84,114.33
159831348367921385,M,M23-26,30.0,104.0
162810801761925571,M,M32-38,30.31,120.25
164249540034102500,M,M22-,43.79,87.61
165132475381898272,M,M32-38,31.1,103.87
165301351065215043,M,M32-38,36.07,111.51
166224828374383570,M,M29-31,30.89,104.25
167033501550218786,F,F23-,28.63,115.86
167472685758687363,M,M22-,34.21,117.19
169234759022608240,M,M32-38,31.67,120.76
169546683406228405,M,M32-38,37.14,115.8
170654744308734411,M,M23-26,27.84,112.51
171170060823245024,M,M39+,37.89,112.53
171697629946978957,M,M23-26,24.58,118.02
174181722568243475,M,M39+,34.74,113.62
174690690006210589,M,M23-26,25.08,118.72
175842506354042708,M,M32-38,31.29,120.74
178694180701730934,M,M22-,34.35,108.69
180207832475269509,M,M32-38,32.72,112.88
180651453780776685,F,F29-32,30.58,114.26
182836445212489362,M,M23-26,22.69,114.33
185401268409462860,M,M32-38,27.7,113.14
185447404136132437,F,F33-42,28.48,119.46
186005128392317391,M,M22-,27.36,111.64
186259231916298935,M,M32-38,26.97,119.68
187204588687540990,M,M32-38,32.32,119.89
189642775592583204,M,M39+,30.86,122.02
194626644694015351,F,F43+,24.34,109.42
195360287274080917,M,M39+,24.8,113.56
195742700046265842,M,M32-38,32.05,118.74
199883397471823014,M,M39+,30.09,120.09
202462323314332621,M,M39+,22.81,113.6
203925273570113337,M,M27-28,30.21,120.2
205543215932520098,F,F33-42,30.96,118.74
208133401792083027,M,M39+,23.37,116.74
209669838786594980,M,M32-38,29.48,121.89
212355259929750633,M,M32-38,25.8,118.95
219111662205928909,M,M29-31,30.35,112.35
219642933150581669,M,M32-38,31.74,117.18
220404800904716860,M,M29-31,32.82,115.12
226392318501977681,F,F33-42,33.37,120.13
226597307928138030,M,M32-38,33.0,112.51
227698751117138056,M,M32-38,31.21,121.39
228203701650427491,M,M32-38,33.87,115.76
228336927537401039,F,F23-,29.55,115.95
228903799352525438,M,M23-26,24.66,102.59
234644520711563317,M,M29-31,31.79,121.69
234801116488104786,F,F23-,41.82,123.47
237981590480598332,M,M39+,30.7,104.01
239262902097567023,F,F24-26,24.5,118.13
242088903107664066,M,M27-28,31.48,120.27
245222316950606417,M,M22-,30.92,121.49
246704497514222961,M,M39+,25.05,102.74
247081166854495196,M,M39+,35.43,116.0
249606261484190645,M,M32-38,32.82,110.73
250806039781325519,M,M29-31,40.76,120.86
254358282766314163,F,F23-,27.85,112.65
254439517637797187,F,F24-26,36.09,120.36
255583935309952665,F,F33-42,37.12,121.82
257291523977964881,M,M22-,35.95,120.21
260239956368454028,M,M32-38,36.05,113.81
263135686189509307,M,M32-38,43.84,126.37
266598286759225880,M,M32-38,22.97,114.06
267380661492463034,M,M32-38,32.05,112.11
268551248827655374,M,M39+,33.15,114.0
272696607041469418,M,M32-38,31.71,120.2
273810396963165160,M,M32-38,30.01,120.81
274015907117535199,M,M32-38,30.63,120.53
274353012336464419,F,F29-32,22.43,114.25
277439462239620379,M,M22-,40.66,109.85
278271373692969738,F,F23-,28.66,113.24
278705269665846766,M,M32-38,34.18,108.94
279455197256729687,M,M39+,35.09,112.93
280775990316254824,M,M32-38,27.23,111.43
281203612785649669,M,M32-38,30.0,108.11
282401147529812442,M,M27-28,23.16,113.26
282723060580691300,M,M32-38,29.51,106.58
283055866410978605,F,F33-42,43.39,126.84
283215182780638245,M,M27-28,25.09,102.65
284767590597232814,F,F33-42,27.77,113.21
287713213406344618,M,M39+,30.05,121.14
288546453191792317,M,M39+,30.67,111.29
289650990418047103,M,M32-38,39.52,116.7
291409447840670284,M,M32-38,34.27,108.22
292378310765501287,M,M23-26,38.88,121.5
292388422999124365,F,F29-32,35.52,104.51
292609306332174101,M,M32-38,30.0,104.0
295685201038338938,M,M32-38,34.31,108.97
299990300227489654,M,M23-26,31.24,121.3
303342187460905475,M,M32-38,29.29,120.03
308864462303524193,F,F24-26,28.65,121.41
309139076983064821,F,F24-26,38.95,121.58
309231148832669406,M,M23-26,38.9,121.68
310315706104031673,M,M23-26,32.18,118.64
312033692560456764,M,M32-38,30.53,120.95
312473379179028668,M,M22-,28.67,115.8
313351803463777540,M,M32-38,23.21,113.24
314662706479629615,F,F24-26,35.03,113.11
315979846106579328,M,M22-,45.71,126.61
317759394950000836,F,F23-,33.47,119.81
319498713854105024,M,M23-26,33.64,118.49
319758196258356748,M,M23-26,27.47,109.09
319851187810572007,M,M32-38,23.03,113.85
323544358118579756,F,F43+,37.18,116.86
325440331541833736,M,M23-26,31.3,120.52
326714934536609079,M,M23-26,30.0,104.0
331340005900517876,M,M32-38,23.75,116.18
334757186773612536,M,M32-38,36.44,115.99
336700518142593489,M,M32-38,34.33,108.84
340081322080661914,M,M23-26,24.78,102.22
341841432657232950,M,M32-38,25.09,117.02
343432853869684355,F,F24-26,36.62,116.94
344177206088112695,F,F24-26,35.35,111.2
346303302524122364,M,M32-38,28.08,121.27
354472444386034557,M,M32-38,23.12,113.24
358639927067699433,F,F23-,23.07,113.28
359485763673282448,M,M27-28,31.43,118.36
360564107156262576,M,M23-26,38.29,106.26
363705233620746096,F,F29-32,31.26,121.67
364003416606456735,M,M39+,36.34,113.05
364348311925444559,M,M32-38,40.66,109.84
364747046517561190,M,M23-26,38.47,111.12
366545141389444226,F,F33-42,22.58,114.07
367434884659159211,F,F23-,39.34,106.88
368628890999046934,M,M32-38,30.62,104.07
368758960743686349,M,M32-38,32.32,105.96
370772647180128068,M,M32-38,31.32,120.72
373194270668801633,M,M32-38,34.37,107.15
373689842470559830,M,M32-38,30.29,120.09
374615208533646829,M,M22-,39.91,116.39
375525212990113463,M,M32-38,30.0,104.0
376087465155185508,M,M39+,28.7,115.86
376220316287536256,F,F23-,31.61,119.19
381451092811135454,M,M32-38,30.61,104.09
383139133343344115,M,M23-26,34.78,113.61
383626968253235480,M,M23-26,29.91,121.78
385239670533516784,M,M32-38,34.56,105.89
387026519862192567,M,M32-38,29.85,115.55
389641837562761590,M,M32-38,35.48,112.82
390138072678822129,M,M39+,34.76,111.77
394275254197210674,M,M29-31,28.13,112.99
394352668252551259,M,M32-38,31.19,121.52
394653455941347150,M,M27-28,31.25,120.63
395236761067273826,M,M23-26,35.14,114.21
395905141129140468,M,M23-26,31.26,119.85
402359799047283654,M,M32-38,30.49,114.31
402816868519662810,M,M39+,49.22,119.73
403015168702463183,M,M32-38,39.43,118.92
403483711834446974,M,M32-38,38.01,114.6
404209076275318924,M,M39+,33.57,114.06
404418981531359306,M,M32-38,25.59,112.37
405062854660929802,M,M39+,34.81,113.64
405425582067610658,F,F33-42,30.35,120.23
406027867800085860,F,F33-42,22.58,113.89
406246005168634900,M,M32-38,30.58,114.27
406935114649851817,F,F33-42,44.2,86.46
407652974657386791,M,M23-26,33.36,120.13
414075655634106875,M,M32-38,28.38,116.24
416343732491004351,M,M32-38,30.0,104.0
416715133642814093,F,F29-32,38.93,121.62
419970410538669290,M,M32-38,40.04,117.4
422934499231136724,M,M32-38,36.86,111.79
423488372772029356,M,M39+,32.64,116.99
423552451003403157,M,M32-38,34.26,108.91
429869317067009561,F,F29-32,33.85,113.49
435702323970167422,M,M22-,30.38,120.06
439484658792160902,M,M32-38,31.54,120.33
442592178984975072,F,F29-32,35.42,110.84
444029553266875286,M,M32-38,30.57,104.23
446846284571676728,M,M32-38,32.5,119.9
449304259449379011,M,M32-38,27.56,120.51
452720611336482113,M,M23-26,29.25,113.82
453394037293134614,M,M32-38,29.55,106.52
457302051428856001,M,M22-,22.6,114.04
458580601030097413,M,M22-,23.72,113.04
458653917361280045,M,M23-26,24.32,116.12
460735825606524658,M,M32-38,30.9,103.99
464232588596766739,M,M39+,34.32,108.66
468802294028902353,F,F33-42,31.51,120.4
469648804785835549,M,M32-38,29.67,106.61
473744211223075343,M,M32-38,27.82,113.07
474213384645949017,M,M32-38,31.87,121.16
476363564643571851,M,M39+,39.81,116.49
477338615628824507,M,M32-38,23.12,113.31
479686346846602700,M,M39+,32.13,114.19
481562598540426080,M,M22-,44.82,123.07
482275638006356959,M,M29-31,34.22,108.93
485465745191899974,F,F23-,22.68,113.79
489144457481159168,F,F24-26,31.95,118.88
489170860872393049,M,M27-28,30.3,120.11
489270407523089152,M,M23-26,28.72,121.23
491836001677404293,F,F24-26,36.36,111.56
493425441997592132,F,F24-26,38.78,115.04
495316989876150198,M,M32-38,31.46,120.44
496479568456649602,M,M39+,39.48,116.74
498226046913213220,F,F24-26,40.05,116.17
503347427628406063,M,M22-,32.47,115.4
503444442218313987,M,M29-31,34.26,108.96
508024224390359162,M,M32-38,31.22,121.61
509459165635137480,M,M39+,33.21,119.96
512074264105914877,M,M23-26,23.39,104.22
512788164381188593,M,M39+,32.04,118.74
513295513432658627,M,M32-38,22.98,114.0
515179376967240182,F,F23-,43.8,125.4
515698252310444316,M,M23-26,31.17,121.41
515779664370142401,M,M32-38,31.62,121.64
516507594975215038,M,M22-,35.55,116.95
520055756506152816,M,M32-38,22.81,113.49
521848435286869055,M,M39+,23.4,116.77
523847337922084688,M,M32-38,26.1,119.3
525980114282241322,M,M32-38,26.8,112.08
526401654741438816,F,F33-42,30.44,111.85
531003514601822419,M,M39+,31.9,120.18
531269970739023447,M,M32-38,32.03,118.84
531315017696226937,F,F33-42,22.59,112.88
532189677290720039,M,M32-38,36.3,114.92
537272472540925178,M,M39+,31.75,119.09
538588821068944162,M,M32-38,31.21,121.62
538712020419644700,M,M32-38,30.41,103.82
541316523581369011,M,M22-,27.85,112.92
541501313836805285,M,M22-,24.6,118.25
546474323269781483,M,M39+,47.34,130.28
547344134623654060,M,M32-38,30.16,121.31
552267743101725044,F,F27-28,22.59,113.88
553234182651842332,M,M29-31,34.55,116.2
556707724548717897,M,M29-31,31.81,117.27
558696088001708190,M,M32-38,22.91,114.01
562262742452887182,M,M32-38,23.1,114.46
562867991351301611,M,M23-26,30.0,104.0
564491539854476891,M,M32-38,45.96,129.25
567258250219919529,M,M23-26,22.53,114.03
570216352697694586,M,M32-38,34.19,108.94
571146955226212031,F,F24-26,22.65,114.19
572874306585919597,M,M32-38,23.19,113.44
572889930110772799,M,M32-38,34.81,113.68
580439924126212098,F,F24-26,29.45,106.44
580888012202555238,M,M32-38,34.77,118.68
583769045950393614,F,F23-,34.09,110.14
586003406288503612,M,M23-26,25.91,117.38
587332520938866356,M,M32-38,23.09,113.62
589483191079996212,M,M29-31,22.66,114.02
589557985088430288,M,M32-38,34.74,111.88
591160762719640381,M,M39+,34.54,116.79
597899368239507117,M,M32-38,46.17,127.44
603960401228082182,M,M39+,36.5,112.34
607743911793916930,M,M32-38,25.85,114.89
608470551851337735,F,F29-32,37.2,118.8
611444382607140951,M,M32-38,39.91,116.21
613595049121235469,F,F24-26,34.3,108.81
616904342714435676,F,F33-42,29.47,106.54
618935653281497879,F,F23-,33.01,113.99
621108931104630232,M,M32-38,36.08,120.43
621929487363638434,M,M39+,20.04,110.34
623528851089358978,M,M29-31,26.07,119.31
624691498424438296,M,M29-31,34.76,116.98
626071240346317401,M,M32-38,34.23,117.3
626246419356067670,M,M39+,28.75,104.6
628707548637216489,F,F29-32,32.65,117.04
629126742338365719,F,F29-32,34.51,113.18
629214798998988936,M,M32-38,35.1,117.14
629463167346050078,F,F29-32,37.74,112.59
630246848335853081,M,M23-26,35.1,116.03
631738266581757415,M,M32-38,24.07,115.82
635131441080671967,M,M32-38,29.62,106.24
636960401289772473,M,M22-,30.28,120.2
637726122459520138,M,M23-26,30.39,114.42
641003734934977441,M,M32-38,18.31,109.49
643222416569449601,F,F24-26,29.28,106.26
644690808949132408,M,M32-38,24.94,118.08
649994868937856079,M,M22-,41.46,123.7
651373914953255441,M,M22-,35.35,116.57
653260956583693582,F,F29-32,34.75,113.72
653288039433792361,M,M23-26,30.35,112.19
653924070008541758,F,F23-,30.56,104.24
655081351125474400,F,F43+,41.77,123.37
656885589471410038,F,F24-26,25.66,114.75
660543727081434676,M,M32-38,22.12,111.03
660897975883029410,M,M23-26,30.55,104.06
662404136108709029,M,M32-38,27.87,120.55
663552999195056756,F,F33-42,36.19,120.38
664529872749806410,M,M39+,30.0,104.0
666633409377382672,M,M32-38,35.52,104.51
667071715174658759,M,M23-26,34.29,108.06
667790230272611345,M,M22-,32.02,120.85
668849646159267555,F,F24-26,39.86,116.17
672518476117817380,M,M32-38,39.9,116.22
672713680105209377,M,M32-38,30.18,121.11
673910376105977023,F,F24-26,37.56,121.35
674518474978881594,M,M32-38,27.68,106.93
675474486171405636,M,M27-28,31.32,118.37
675667570936364200,M,M39+,30.56,113.84
678015047874834725,M,M32-38,30.19,105.84
678895764312250223,M,M39+,30.98,103.62
680783773385476238,F,F33-42,40.6,118.46
682537499307863868,F,F24-26,22.98,113.31
683163627251332484,F,F29-32,29.86,121.51
686193243445452515,M,M39+,39.84,116.51
686578226798432778,F,F23-,24.84,113.96
687644766101503882,F,F33-42,46.65,131.15
688446349087723039,M,M39+,35.15,113.01
689453572417809232,M,M32-38,32.26,112.23
690061293890508137,F,F23-,34.44,113.06
690604673307480464,M,M32-38,27.12,115.01
690807676945910524,M,M29-31,30.32,121.28
691391336652716867,F,F23-,22.6,114.3
691634543855671738,M,M32-38,21.96,108.63
691901908884830906,M,M23-26,24.71,118.11
695196988348077628,M,M32-38,25.49,103.81
696703728314359054,M,M39+,23.19,112.82
697853201468660238,M,M32-38,22.05,113.35
698339376039563451,M,M29-31,38.85,117.45
699314677675387357,M,M32-38,36.47,115.99
701537120755386094,F,F27-28,24.76,118.64
702229181592874673,M,M29-31,19.74,110.0
703026628984458529,F,F29-32,30.3,114.12
704494475250334909,M,M32-38,31.99,118.71
705251024346388288,F,F33-42,32.12,119.41
706314013145076324,M,M32-38,23.28,113.22
706847949713744897,M,M32-38,30.55,114.28
709251620717538880,F,F23-,24.89,102.8
709644115992934314,F,F24-26,30.0,104.0
713282382056624692,F,F23-,40.69,109.8
714295115535962453,M,M32-38,37.52,121.32
714846985621209928,F,F23-,30.28,116.38
715426691810657460,M,M29-31,30.21,103.87
715519398765611507,M,M32-38,28.14,117.22
718340496655209535,M,M29-31,22.96,113.68
722984134671591446,M,M23-26,34.26,119.14
723360143769496858,M,M23-26,29.56,106.31
724193437139547867,M,M39+,36.7,116.93
724380957062327778,F,F33-42,24.45,117.8
724798393599123658,M,M22-,30.85,104.45
725834973829395587,M,M39+,29.58,106.52
728275398936443351,M,M32-38,25.5,118.22
731731806929652711,F,F33-42,31.63,114.86
734331656322796053,M,M32-38,37.48,121.36
735188486136978004,M,M32-38,30.33,112.17
735559952111621230,M,M32-38,33.1,109.31
737068190573198164,M,M22-,38.06,112.67
742041945889873850,F,F29-32,38.8,116.08
742909375326184866,M,M29-31,36.29,120.28
743203956217867884,M,M29-31,25.85,114.93
744166425463577155,M,M32-38,29.89,121.83
749232266312627002,M,M29-31,22.85,113.66
750617636064143747,M,M32-38,26.49,119.56
752636195103799782,M,M32-38,30.32,120.36
754705701050032981,M,M32-38,29.23,91.77
760423333010595441,F,F43+,35.45,113.77
761097568178564820,M,M32-38,36.05,103.83
763410460929907549,M,M23-26,38.89,115.44
764228214142562906,F,F23-,38.4,106.42
764470450119346718,M,M32-38,37.71,112.47
765308845491001902,F,F23-,32.02,120.88
766616857121844155,M,M39+,28.96,106.92
767269650884502310,M,M22-,38.46,106.27
771418076599756627,M,M32-38,47.07,123.03
771579627858062542,M,M23-26,37.48,111.16
774483175670108987,M,M32-38,38.56,115.0
775111129433798436,M,M23-26,39.05,117.29
775926758426714921,F,F29-32,36.09,111.52
776194333023846855,M,M32-38,22.82,115.82
777480779757651131,M,M32-38,36.06,117.81
778753891870077420,M,M39+,46.74,82.98
782583017153517171,M,M32-38,29.49,120.92
783078297290119301,M,M23-26,23.06,105.81
785340238782543352,F,F33-42,31.23,121.44
790610582133613479,M,M22-,27.86,114.99
791222388313931456,M,M32-38,39.77,116.34
794820655003715468,M,M32-38,32.63,110.7
796996875611352648,M,M23-26,22.61,114.03
797657068089715059,F,F29-32,41.8,123.41
798006159530298055,M,M32-38,29.19,121.91
800585553602167272,M,M32-38,40.0,119.85
801216239798713670,F,F33-42,30.0,104.0
802027424614675518,F,F29-32,30.92,121.44
802534258263768468,F,F24-26,22.21,113.29
802852493392259819,M,M32-38,31.35,119.8
802885046780861828,M,M27-28,23.38,116.46
803714692448512340,M,M32-38,41.84,123.5
808721550679555973,M,M32-38,22.27,109.54
809676529515862974,M,M39+,24.82,111.28
812352014294252782,M,M23-26,31.88,118.81
816455040675167982,F,F24-26,38.2,114.55
819178554577144735,M,M27-28,29.5,106.65
821550655061222808,F,F24-26,34.24,108.95
822537183051346374,M,M39+,29.31,119.4
824960974016752580,M,M22-,26.02,119.25
825329580259771613,M,M32-38,23.38,113.18
825505093766679603,F,F29-32,24.97,102.66
830421149800211303,M,M32-38,29.59,106.52
833064837483504088,M,M29-31,30.66,104.01
836850502749202429,M,M22-,30.8,104.22
839441200511369328,M,M32-38,23.18,113.25
840188953896619567,F,F29-32,31.27,120.86
840821924645360013,M,M32-38,34.81,117.3
843181157392869757,M,M32-38,30.49,114.34
846356330857936066,M,M32-38,31.1,121.81
846908689221966958,M,M32-38,41.8,123.45
847496205279759425,M,M32-38,23.08,114.42
849715170731901791,M,M23-26,21.44,110.79
849849525178380550,F,F33-42,49.23,120.56
852727334911219592,M,M39+,29.82,106.42
858779897729176348,M,M22-,28.33,112.85
859578972036286333,M,M39+,37.84,114.23
864116150003155884,M,M39+,30.52,117.03
864243666560012661,M,M32-38,39.86,116.43
870482393216990689,M,M32-38,24.47,118.11
873939917477332316,M,M23-26,31.55,120.24
875976328130383194,F,F23-,34.58,117.9
876753723799220491,M,M39+,43.85,126.56
877350183191470181,F,F43+,25.26,110.3
878891754998989228,F,F29-32,38.01,114.52
881125800088858419,M,M23-26,39.08,117.7
884025908023782505,M,M32-38,30.7,111.29
884953137717513693,M,M32-38,31.1,121.39
885272107056266273,M,M29-31,36.02,119.38
889864732797298288,M,M32-38,39.61,106.87
895399679110859114,M,M39+,23.51,100.7
895916297856633529,M,M32-38,30.0,104.0
903178561704615802,M,M32-38,38.95,121.54
910818732113175513,M,M32-38,26.05,119.32
912935486792363559,M,M23-26,31.95,118.84
915974228299490045,F,F24-26,37.95,114.58
916361148577800701,M,M22-,22.73,114.25
917309253569490159,M,M27-28,37.54,121.4
918793045857404845,M,M32-38,38.12,114.44
920088656310692489,M,M27-28,29.58,106.44
920208719296831137,M,M22-,38.58,114.69
924398037943427689,M,M22-,30.49,114.39
925848837987652622,M,M32-38,31.15,121.33
927084339188208700,M,M39+,40.58,110.03
928286868482112740,F,F27-28,29.37,113.12
930795929225839077,M,M23-26,22.7,114.22
931497623158921771,M,M32-38,34.61,110.92
933332461514601887,M,M32-38,38.98,117.34
933734412754326451,M,M29-31,30.56,104.05
935108573271167392,M,M22-,24.58,102.56
935412595607893292,M,M39+,36.96,118.08
936738707395740875,M,M32-38,32.24,119.65
938735566369219093,M,M29-31,20.05,110.33
939593401600107926,F,F24-26,32.06,112.14
943997942973295803,M,M29-31,35.48,103.12
945144472757474107,M,M39+,23.05,113.78
945491232155308314,M,M29-31,22.83,110.54
945878722209897471,M,M29-31,36.34,120.48
946924780847358505,F,F23-,41.65,123.66
947120573883232245,M,M23-26,22.51,113.04
947375976313545443,M,M23-26,23.39,114.76
949824377628694967,M,M32-38,28.1,112.97
951261585676819191,M,M32-38,48.03,122.73
952191791302358872,F,F23-,35.12,111.85
952249314577864903,M,M32-38,23.03,113.1
952619027259106996,F,F33-42,31.36,120.65
952748886772324323,M,M32-38,30.7,103.82
952962517463825255,M,M22-,46.59,125.17
953000885606106271,M,M22-,25.01,118.29
953030362380064205,M,M32-38,30.98,104.02
959972305052381690,M,M32-38,25.11,116.99
966701165829339222,M,M32-38,36.2,118.16
966712754130804276,M,M32-38,39.52,115.97
969018530986917977,M,M39+,25.03,102.73
969628773460276404,M,M23-26,25.49,99.79
969997156714872384,M,M32-38,35.63,110.93
970875079172286227,F,F24-26,30.16,120.27
971059478517620788,M,M22-,45.55,84.92
971514505361757562,M,M32-38,36.11,103.6
972091730771948957,M,M32-38,31.83,117.31
976072792801470728,M,M32-38,32.44,119.55
980393137531206481,M,M27-28,38.01,114.49
980538215514936136,M,M32-38,30.0,104.0
981330594443902019,F,F23-,39.99,116.35
982722083251426321,F,F33-42,32.62,119.59
985129548079715423,M,M23-26,34.73,113.67
985178220933663191,M,M39+,36.28,111.72
986555042250638628,M,M23-26,37.92,112.49
988126473353850666,F,F33-42,41.07,122.98
990879148135067211,F,F29-32,31.76,119.55
992109739203134021,F,F43+,41.78,123.48
998208026013018157,M,M23-26,32.02,120.85
998402647311351199,M,M22-,48.5,128.71
999208698621622641,M,M29-31,27.82,114.39
1002532235230213034,M,M32-38,39.94,115.92
1005735814394357905,M,M23-26,22.62,114.02
1008972931215294589,F,F24-26,39.05,117.29
1010870382245346958,M,M32-38,34.25,108.93
1012083477965011794,F,F43+,38.85,117.49
1012527207579032529,M,M32-38,36.09,120.35
1014909058216565471,M,M32-38,38.63,117.41
1015986268636467923,F,F29-32,31.68,113.46
1016197606224419441,F,F29-32,35.49,116.0
1016229074528776269,M,M32-38,35.5,112.84
1018137509930342640,M,M22-,26.08,118.82
1019329510387703328,M,M39+,38.58,116.85
1022955228505635523,M,M32-38,22.5,113.63
1023369573882581449,M,M29-31,22.99,114.48
1024596383070757622,M,M32-38,37.9,114.69
1026152102622175271,M,M23-26,30.28,120.03
1027755860051366636,M,M29-31,24.6,109.53
1028485364669565401,M,M32-38,22.78,114.06
1029510702167495084,F,F29-32,40.3,116.13
1030503802431645749,M,M32-38,22.49,113.93
1031976548454007980,M,M29-31,39.76,116.51
1032496471602739732,F,F23-,39.82,110.01
1033747229841237411,M,M22-,23.16,113.03
1034063115774989316,M,M22-,34.67,112.46
1035081392431174969,F,F29-32,43.87,125.35
1036100338929020211,M,M23-26,25.6,110.67
1036372815522548728,M,M32-38,31.63,120.29
1036888779516501363,M,M32-38,31.08,121.38
1037591276151007132,F,F23-,22.78,114.14
1038084351926935960,M,M29-31,22.66,114.21
1038675684127947105,M,M32-38,31.0,121.39
1040708744904528945,M,M32-38,22.35,113.38
